GTD ID,DATE,COUNTRY,CITY,STATE,PERPETRATOR GROUP,FATALITIES,INJURED,TARGET TYPE,,ATTACK TYPE,WEAPON TYPE
202010090030,2020-10-09,United States,Dalton,Georgia,Pro-Trump extremists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
202010040029,2020-10-04,United States,South Fulton,Georgia,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202009300033,2020-09-30,United States,South Fulton,Georgia,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202009300026,2020-09-30,United States,Shoreline,Washington,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
202009270029,2020-09-27,United States,Appleton,Wisconsin,Anti-Semitic extremists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
202009230029,2020-09-23,United States,Brooklyn Center,Minnesota,Anti-Trump extremists (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
202009190032,2020-09-19,United States,Washington,District of Columbia,Anti-Trump extremists,0,0,Government (General),,Unarmed Assault,Biological
202009190018,2020-09-19,United States,San Francisco,California,Unknown,0,0,Educational Institution,,Facility/Infrastructure Attack,Firearms
202009180021,2020-09-18,United States,Tampa,Florida,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202009170023,2020-09-17,United States,San Francisco,California,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202009120016,2020-09-12,United States,Brentwood,New York,Unknown,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
202009100017,2020-09-10,United States,Warren,Michigan,White supremacists/nationalists,0,0,Private Citizens & Property,,Armed Assault,Firearms
202009070022,2020-09-07,United States,Warren,Michigan,White supremacists/nationalists,0,0,Private Citizens & Property,,Armed Assault,Firearms
202008290016,2020-08-29,United States,Portland,Oregon,Anti-Fascist Activists,1,0,Terrorists/Non-state Militia,,Armed Assault,Firearms
202008270017,2020-08-27,United States,Detroit,Michigan,Unknown,0,0,Police,,Armed Assault,Firearms
202008260035,2020-08-26,United States,Gloucester City,New Jersey,Anti-LGBT extremists,0,0,Business,,Bombing/Explosion,Explosives
202008250029,2020-08-25,United States,Newark,New Jersey,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202008240026,2020-08-24,United States,Seattle,Washington,Anti-Police extremists,0,0,Police,,Armed Assault,"Incendiary,Sabotage Equipment"
202008150024,2020-08-15,United States,Portland,Oregon,Unknown,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
202008090033,2020-08-09,United States,Shady Side,Maryland,Unknown,0,0,"Religious Figures/Institutions,Private Citizens & Property",,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
202008080024,2020-08-28,United States,Little Rock,Arkansas,Anti-Police extremists,0,0,Police,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
202008080015,2020-08-08,United States,Portland,Oregon,Unknown,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
202008030008,2020-08-03,United States,Weymouth,Massachusetts,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202007300011,2020-07-30,United States,Berkeley,California,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202007230034,2020-07-23,United States,Milwaukee,Wisconsin,Unknown,1,0,Private Citizens & Property,,Assassination,Firearms
202007120006,2020-07-12,United States,Ocala,Florida,Anti-Christian extremists,0,0,Religious Figures/Institutions,,Armed Assault,"Incendiary,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202007100007,2020-07-10,United States,Elkmont,Alabama,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202007090033,2020-07-09,United States,Mt. Lebanon,Pennsylvania,Anti-Government extremists,0,0,"Government (General),Government (General),Private Citizens & Property",,Bombing/Explosion,"Explosives,Explosives"
202007050019,2020-07-05,United States,Leeton,Missouri,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202007040027,2020-07-04,United States,Bloomington,Illinois,White supremacists/nationalists,0,1,Private Citizens & Property,,Hostage Taking (Barricade Incident),Melee
202007030031,2020-07-03,United States,Taycheedah,Wisconsin,Anti-White extremists,1,0,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202006200027,2020-06-20,United States,Seattle,Washington,White supremacists/nationalists,0,1,Private Citizens & Property,,Armed Assault,Firearms
202006100011,2020-06-10,United States,Paso Robles,Caifornia,Anti-Police extremists,0,1,Police,,Armed Assault,Firearms
202006070014,2020-06-07,United States,Lakeside,Florida,Ku Klux Klan,0,3,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202006060006,2020-06-06,United States,Ben Lomond,California,Boogaloo movement,1,3,Police,,Armed Assault,"Explosives,Firearms"
202006050014,2020-06-05,United States,Hammond,Indiana,Unknown,0,1,"Business,Private Citizens & Property",,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Fake Weapons"
202006030007,2020-06-03,United States,New York City,New York,Jihadi-inspired extremists,0,4,Police,,Armed Assault,"Firearms,Melee"
202006020020,2020-06-02,United States,Gainesville,Florida,Unknown,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202006020019,2020-06-02,United States,Lawrenceville,Georgia,Unknown,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202006020018,2020-06-02,United States,Duluth,Minnesota,Unknown,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202006020016,2020-06-02,United States,Louisville,Kentucky,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Firearms
202006010043,2020-06-01,United States,Racine,Wisconsin,Unknown,0,0,Police,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
202006010040,2020-06-01,United States,North Charleston,South Carolina,Unknown,0,0,"Private Citizens & Property,Private Citizens & Property",,Facility/Infrastructure Attack,Incendiary
202006010039,2020-06-01,United States,New Haven,Connecticut,Unknown,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202006010038,2020-06-01,United States,New Haven,Connecticut,Unknown,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202005310038,2020-05-31,United States,Pasadena,Texas,Shooters of the Nest,0,0,Private Citizens & Property,,Armed Assault,"Firearms,Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202005310036,2020-05-31,United States,La Quinta,California,Anti-Republican extremists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
202005300021,2020-05-30,United States,Charlotte,North Carolina,Unknown,0,1,Police,,Bombing/Explosion,Explosives
202005300010,2020-05-30,United States,Las Vegas,Nevada,Boogaloo movement,0,0,Private Citizens & Property,,Armed Assault,"Firearms,Incendiary"
202005300009,2020-05-30,United States,New York City,New York,Anti-Police extremists,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202005290030,2020-05-29,United States,Bakersfield,California,Unknown,0,1,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202005290029,2020-05-29,United States,Washington,District of Columbia,Anti-Police extremists,0,0,Police,,Facility/Infrastructure Attack,Incendiary
202005290020,2020-05-29,United States,Temple Terrace,Florida,Jihadi-inspired extremists,1,1,Police,,Armed Assault,Melee
202005290014,2020-05-29,United States,Oakland,California,Boogaloo movement,1,1,Police,,Armed Assault,Firearms
202005280023,2020-05-28,United States,Minneapolis,Minnesota,Boogaloo movement,0,0,Police,,Armed Assault,Firearms
202005260018,2020-05-26,United States,Kalaeloa,Hawaii,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202005240010,2020-05-24,United States,Indianapolis,Indiana,Unknown,0,0,Religious Figures/Institutions,,Armed Assault,Firearms
202005210011,2020-05-21,United States,Corpus Christi,Texas,Jihadi-inspired extremists (suspected),1,1,Military,,Armed Assault,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202005200042,2020-05-20,United States,Glendale,Arizona,Incel extremists,0,3,Private Citizens & Property,,Armed Assault,Firearms
202005200018,2020-05-20,United States,Holly Springs,North Carolina,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202005170041,2020-05-17,United States,Essexville,Michigan,Conspiracy theory extremists,0,0,"Military,Business,Police",,Hijacking,"Firearms,Melee,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202005110008,2020-05-11,United States,Memphis,Tennessee,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
202004240010,2020-04-24,United States,Cape Girardeau,Missouri,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
202004160029,2020-04-15,United States,Portland,Oregon,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
202004110033,2020-04-11,United States,Texarkana,Texas,Boogaloo movement,0,0,Police,,Armed Assault,"Firearms,Firearms"
202004080009,2020-04-08,United States,Wheaton,Illinois,Anti-Religion extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202004020011,2020-04-02,United States,Longmeadow,Massachusetts,White supremacists/nationalists (suspected),0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
202003310020,2020-03-31,United States,Los Angeles,California,Conspiracy theory extremists,0,0,Military,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202003270019,2020-03-27,United States,Ely,Nevada,Anti-Government extremists,1,0,Police,,Armed Assault,"Firearms,Incendiary"
202003270018,2020-03-27,United States,Ely,Nevada,Anti-Government extremists,0,0,Utilities,,Facility/Infrastructure Attack,Firearms
202003270017,2020-03-27,United States,Wells,Minnesota,Anti-Government extremists,0,0,Business,,Facility/Infrastructure Attack,Firearms
202003190033,2020-03-19,United States,Columbia,South Carolina,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202003100027,2020-03-10,United States,St. Louis,Missouri,Unknown,0,0,Government (General),,Unarmed Assault,"Chemical,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs),Sabotage Equipment"
202002230025,2020-02-23,United States,Brunswick,Georgia,White supremacists/nationalists,1,0,Private Citizens & Property,,Armed Assault,"Firearms,Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202002170026,2020-02-17,United States,Memphis,Tennessee,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
202002130018,2020-02-12,United States,Lansdowne,Virginia,Anti-Religion extremists,0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
202002120027,2020-02-13,United States,Glen Burnie,Maryland,Anti-Religion extremists,0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
202002090014,2020-02-09,United States,New York City,New York,Anti-Police extremists,0,3,Police,,Armed Assault,Firearms
202002080024,2020-02-08,United States,Jacksonville,Florida,Anti-Trump extremists,0,0,Government (General),,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
202002080009,2020-02-08,United States,New York City,New York,Anti-Police extremists,0,1,Police,,Armed Assault,Firearms
202002070009,2020-02-07,United States,Morgan Hill,California,Unknown,0,1,Police,,Armed Assault,Firearms
202001290027,2020-01-29,United States,Sacramento,California,Unknown,0,1,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202001280032,2020-01-28,United States,Memphis,Tennessee,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
202001280022,2020-01-28,United States,Sacramento,California,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
202001200029,2020-01-20,United States,Orlando,Florida,Anti-Government extremists,1,0,Private Citizens & Property,,Armed Assault,Melee
202001030006,2020-01-03,United States,Newark,New Jersey,Anti-Abortion extremists,0,0,Abortion Related,,Facility/Infrastructure Attack,Incendiary
201912280008,2019-12-28,United States,Viola,New York,Anti-Semitic extremists,1,4,Private Citizens & Property,,Armed Assault,Melee
201912250028,2019-12-25,United States,Cleveland,Ohio,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201912220010,2019-12-22,United States,Andrews,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201912100001,2019-12-10,United States,Jersey City,New Jersey,Anti-Semitic extremists,5,3,Business,,Armed Assault,"Firearms,Firearms,Firearms"
201912070036,2019-12-07,United States,Fayetteville,Arkansas,Anti-Police extremists,2,0,Police,,Armed Assault,Firearms
201912060007,2019-12-06,United States,Pensacola,Florida,Al-Qaida in the Arabian Peninsula (AQAP),4,8,Military,,Armed Assault,Firearms
201912050023,2019-12-05,United States,Memphis,Tennessee,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
201912050022,2019-12-05,United States,Memphis,Tennessee,Conspiracy theory extremists,0,0,Telecommunication,,Facility/Infrastructure Attack,Incendiary
201912050012,2019-12-05,United States,El Paso,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
201911200023,2019-11-20,United States,Cleveland Heights,Ohio,Animal Rights extremists,0,1,Private Citizens & Property,,Armed Assault,Melee
201911200006,2019-11-20,United States,Monsey,New York,Anti-Semitic extremists (suspected),0,1,Private Citizens & Property,,Armed Assault,"Melee,Melee"
201911180036,2019-11-18,United States,Pine Ridge,Florida,Unknown (suspected),0,1,Business,,Hijacking,"Firearms,Firearms,Sabotage Equipment"
201910270016,2019-10-27,United States,North Hornell,New York,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,"Incendiary,Sabotage Equipment"
201910050026,2019-10-05,United States,Graceville,Florida,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Firearms
201909250029,2019-09-25,United States,Sedona,Arizona,Conspiracy theory extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Sabotage Equipment
201908130004,2019-08-13,United States,Puyallup,Washington,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201908130003,2019-08-13,United States,San Antonio,Texas,Unknown,0,0,Government (General),,Armed Assault,Firearms
201908100026,2019-08-10,United States,Las Vegas,Nevada,White supremacists/nationalists,0,0,Business,,Unarmed Assault,Chemical
201908070015,2019-08-07,United States,Sterling,Virginia,White supremacists/nationalists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201908060033,2019-08-06,United States,Sterling,Virginia,White supremacists/nationalists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201908040007,2019-08-04,United States,Dayton,Ohio,Unknown,10,27,Business,,Armed Assault,Firearms
201908030006,2019-08-03,United States,El Paso,Texas,White supremacists/nationalists,23,24,"Business,Private Citizens & Property,Private Citizens & Property",,Armed Assault,Firearms
201907280018,2019-07-28,United States,Miami,Florida,Anti-Semitic extremists,0,1,Religious Figures/Institutions,,Armed Assault,Firearms
201907280007,2019-07-28,United States,Gilroy,California,White supremacists/nationalists,4,17,Business,,Armed Assault,Firearms
201907250028,2019-07-25,United States,Hughson,California,Anti-Immigrant extremists,0,1,Religious Figures/Institutions,,Unarmed Assault,"Melee,Sabotage Equipment"
201907130015,2019-07-13,United States,Tacoma,Washington,Anti-Fascist Activists,1,0,Police,,Armed Assault,"Firearms,Incendiary,Incendiary"
201906240032,2019-06-24,United States,Sacramento,California,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201906200021,2019-06-20,United States,Atkins,Arkansas,Shield Wall Network (SWN),0,1,Private Citizens & Property,,Hostage Taking (Kidnapping),"Firearms,Melee"
201906190007,2019-06-19,United States,Renton,Washington,Anti-LGBT extremists,0,0,Religious Figures/Institutions,,Bombing/Explosion,Explosives
201906170026,2019-06-17,United States,Renton,Washington,Anti-LGBT extremists (suspected),0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201906170022,2019-06-17,United States,Dallas,Texas,Anti-Government extremists,1,0,Government (General),,Armed Assault,Firearms
201906150019,2019-06-15,United States,El Paso,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905190025,2019-05-19,United States,Chicago,Illinois,Anti-Semitic extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905160022,2019-05-16,United States,Needham,Alabama,Anti-Semitic extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905160021,2019-05-16,United States,Arlington,Texas,Anti-Semitic extremists,0,0,"Religious Figures/Institutions,Religious Figures/Institutions",,Facility/Infrastructure Attack,Incendiary
201905130045,2019-05-13,United States,El Paso,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905120030,2019-05-12,United States,New Haven,Connecticut,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905110026,2019-05-11,United States,Arlington,Texas,Anti-Semitic extremists,0,0,Religious Figures/Institutions,,Armed Assault,Firearms
201905070039,2019-05-07,United States,El Paso,Texas,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201905060029,2019-05-06,United States,Monroe,Louisiana,Anti-Muslim extremists (suspected),0,0,Private Citizens & Property,,Armed Assault,Firearms
201904270016,2019-04-27,United States,Poway,California,White supremacists/nationalists,1,3,Religious Figures/Institutions,,Armed Assault,Firearms
201904240029,2019-04-24,United States,San Diego,California,Unknown,0,0,Business,,Facility/Infrastructure Attack,"Incendiary,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201904240028,2019-04-24,United States,La Jolla,California,Unknown,0,0,Business,,Armed Assault,Incendiary
201904230022,2019-04-23,United States,Austin,Texas,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201904230012,2019-04-23,United States,Sunnyvale,California,Anti-Muslim extremists,0,8,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201904180038,2019-04-18,United States,Sunland Park,New Mexico,United Constitutional Patriots,0,0,Private Citizens & Property,,Hostage Taking (Barricade Incident),"Firearms,Firearms"
201904170028,2019-04-17,United States,Parma,Ohio,Unknown,0,0,Government (General),,Armed Assault,Incendiary
201904170027,2019-04-17,United States,Parma,Ohio,Unknown,0,0,Government (General),,Facility/Infrastructure Attack,Incendiary
201904160029,2019-04-16,United States,Metairie,Louisiana,White supremacists/nationalists,0,1,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201904060031,2019-04-06,United States,Arvada,Colorado,Unknown,0,2,"Police,Private Citizens & Property",,Unarmed Assault,Chemical
201904040017,2019-04-04,United States,Opelousas,Louisiana,White supremacists/nationalists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201904020014,2019-04-02,United States,Opelousas,Louisiana,White supremacists/nationalists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201903310015,2019-03-31,United States,Vivian,Louisiana,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201903290023,2019-03-29,United States,New Market,Virginia,White supremacists/nationalists,0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
201903270033,2019-03-27,United States,National Harbor,Maryland,Jihadi-inspired extremists,0,0,Private Citizens & Property,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201903270032,2019-03-27,United States,Dulles,Virginia,Jihadi-inspired extremists,0,0,Airports and Aircraft,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201903260029,2019-03-26,United States,Port Barre,Louisiana,White supremacists/nationalists,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201903250028,2019-03-25,United States,Philadelphia,Pennsylvania,Anti-Trump extremists (suspected),0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201903240013,2019-03-24,United States,Escondido,California,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Armed Assault,Incendiary
201903230023,2019-03-23,United States,New Orleans,Louisiana,Left-wing extremists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201903210028,2019-03-21,United States,San Francisco,California,Pro-choice extremists,0,1,Private Citizens & Property,,Unarmed Assault,Melee
201903190025,2019-03-19,United States,San Francisco,California,Pro-choice extremists,0,1,Private Citizens & Property,,Unarmed Assault,Melee
201903130024,2019-03-13,United States,New York City,New York,Conspiracy theory extremists,1,0,Private Citizens & Property,,Assassination,"Firearms,Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201903090049,2019-03-09,United States,New York City,New York,Anti-White extremists,0,1,Private Citizens & Property,,Armed Assault,"Melee,Chemical"
201903080037,2019-03-08,United States,New York City,New York,Anti-White extremists,0,2,Private Citizens & Property,,Unarmed Assault,"Melee,Chemical"
201903080036,2019-03-08,United States,New York City,New York,Anti-White extremists,0,1,Private Citizens & Property,,Unarmed Assault,Chemical
201903080035,2019-03-08,United States,New York City,New York,Anti-White extremists,0,5,Private Citizens & Property,,Unarmed Assault,Chemical
201903080034,2019-03-08,United States,New York City,New York,Anti-White extremists,0,1,Private Citizens & Property,,Unarmed Assault,Chemical
201902280033,2019-02-28,United States,Dayton,Ohio,Anti-Muslim extremists,0,0,Religious Figures/Institutions,,Armed Assault,Firearms
201901280034,2019-01-28,United States,White Sulphur Springs,West Virginia,Anti-Semitic extremists,0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
201901230023,2019-01-23,United States,Washington,District of Columbia,Conspiracy theory extremists,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201901160026,2019-01-16,United States,Green Township,Ohio,Neo-Nazi extremists,0,0,"Private Citizens & Property,Private Citizens & Property",,Hostage Taking (Barricade Incident),"Firearms,Melee"
201812200028,2018-12-20,United States,Reisterstown,Maryland,White supremacists/nationalists,0,2,Private Citizens & Property,,Armed Assault,"Firearms,Melee"
201812070010,2018-12-07,United States,Lacey,Washington,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201811230001,2018-11-23,United States,Los Angeles,California,Anti-Semitic extremists,0,0,Religious Figures/Institutions,,Unarmed Assault,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
201811150042,2018-11-15,United States,University Heights,Ohio,Animal Rights extremists,0,1,Private Citizens & Property,,Armed Assault,"Melee,Melee"
201811120026,2018-11-12,United States,Plainfield,New Jersey,Unknown,0,0,Religious Figures/Institutions,,Facility/Infrastructure Attack,Incendiary
201811090025,2018-11-09,United States,New York City,New York,White supremacists/nationalists,0,1,Private Citizens & Property,,Armed Assault,"Melee,Melee"
201811050035,2018-11-05,United States,Denver,Colorado,White supremacists/nationalists,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Incendiary
201811020003,2018-11-02,United States,New York City,New York,Anti-Semitic extremists,0,0,"Educational Institution,Religious Figures/Institutions",,Facility/Infrastructure Attack,Incendiary
201811020002,2018-11-02,United States,New York City,New York,Anti-Semitic extremists,0,0,Educational Institution,,Facility/Infrastructure Attack,Incendiary
201811020001,2018-11-02,United States,Tallahassee,Florida,Incel extremists,3,5,Business,,Armed Assault,Firearms
201811010001,2018-11-01,United States,Burlingame,California,Pro-Trump extremists,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201810300046,2018-10-30,United States,Tucson,Arizona,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201810300045,2018-10-30,United States,Tucson,Arizona,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201810300044,2018-10-30,United States,Tucson,Arizona,Unknown,0,0,Business,,Facility/Infrastructure Attack,Incendiary
201810300043,2018-10-30,United States,Tucson,Arizona,Unknown,0,0,Military,,Facility/Infrastructure Attack,Incendiary
201810290002,2018-10-29,United States,Atlanta,Georgia,Pro-Trump extremists,0,0,Journalists & Media,,Bombing/Explosion,Explosives
201810290001,2018-10-29,United States,South Daytona,Florida,Unknown,0,0,Private Citizens & Property,,Facility/Infrastructure Attack,Firearms
201810270001,2018-10-27,United States,Pittsburgh,Pennsylvania,Anti-Semitic extremists,11,7,"Police,Religious Figures/Institutions",,Armed Assault,"Firearms,Firearms"
201810260004,2018-10-26,United States,Burlingame,California,Pro-Trump extremists,0,0,Private Citizens & Property,,Bombing/Explosion,Explosives
201810260003,2018-10-26,United States,Sacramento,California,Pro-Trump extremists,0,0,Government (General),,Bombing/Explosion,Explosives
201810260002,2018-10-26,United States,Opa-locka,Florida,Pro-Trump extremists,0,0,Government (General),,Bombing/Explosion,Explosives
201810260001,2018-10-26,United States,New York City,New York,Pro-Trump extremists,0,0,Government (General),,Bombing/Explosion,Explosives
201810250003,2018-10-25,United States,New Castle,Pennsylvania,Pro-Trump extremists,0,0,Government (General),,Bombing/Explosion,Explosives
